@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'mali polis tarafından sattıkları televizyonlara sahte bondrol yapıştırdıkları için kapatılmış dedikodusu duyduğum firma.',urun
'bandrol sahtekarlığı yaparak trt yi 80 milyon euro zarara uğrattığı iddia edilen firma. soruşturma ile bülent arınç da yakından ilgileniyormuş. http://www.aktifhaber.com/…ews_detail.php?id=314712 http://www.referansgazetesi.com/…spx?hbr_kod=142950',fiyat
'(bkz: trt ye bandrol darbesi)',yok
'yönetim zihniyeti olarak görünen yüzünden bambaşka bir boyutta olan garip şirket. patlayacakları günü merakla bekliyorum. edit: bambaşka bir boyutta yaşadığımdan zaten patlamış olduğunu gözden kaçırmışım. hayat...',yok
'adı belediye şirketine benzeyen kuruluş.',yok
'stoklarında olmayan, hatta piyasada olmayan ürünleri, sitelerinde çok düşük fiyatlara listelemesi, bir çok karışıklığa neden olan firma. sahibinden.com da satmaya çalıştığım bir dizüstü bilgisayarın şu an sıfırı piyasada olmamasına rağmen, istanbul bilişim in sitesinde ikinci el fiyatından bile düşük bir fiyata satılıyor gibi görünmesi, bana bir sürü  kardeşim, sıfırı zaten o kadar, ne yaptın böyle!  gibi mesajlar gelmesine sebebiyet veriyor. hepsine tek tek açıklama yapmaktan da gına geldi. kimse bana  orada stok sorunuz yazıyor  teranesi anlatmasın. o fiyat siteden kalkmadıkça, bu bir sahtekarlıktır, başka birşey değil. edit: efendim, link de vereyim: http://www.istanbulbilisim.com.tr/…tebook,7949.html ürün üretimden kalkmış diye uyarı bile koymuşlar, ama fiyatlar hala orada duruyor. hem de normal fiyatının kat be kat altında. üretimi olmayan bilgisayara nasıl fiyat veriyorsun sayın ibaş?',fiyat
'uretimde olmayan, hatta ellerinde olmayan onlarca urunu sitelerinde guncel fiyat gibi sunmalari, hatta yaninda her bankanin taksit imkanlarini sunmalari etik disi. bir kac ay once almak istedigim 5 projektore de elimizde yok cevabi vererek saskina cevirmislerdi. populer olan urunler disinda fiyat kriteri olarak kullanilmasi hatalara yol acacak sitedir. acilen vizyonlarini duzeltmeleri, sirket profili acisindan iyi olacaktir.',fiyat
'asıl adı istanbul bilişim a.ş. olan kuruluş. dolayısıyla işbu başlık altındaki entry lar da yanlış yere yazılmıştır.',yok
'gelen servisin  bu televizyonun hoparlörünün değişmesi lazım  diyerek onayladığı arızayı (ki arızayı onaylamaya ne gerek var, çalışmayan parça çalışmıyor demektir), iki hafta bekledikten sonra  üründe arıza bulunamadı  diyerek geçiştirmeye çalışan firma. bu arada  arayacağız  deseler de asla sizi arayarak bilgi vermek gibi bir alışkanlıkları yok, malınızın peşinden koşturmak zorundasınız. bütün yazarlara tek tek mesaj atıp  sakın!  demek isterdim. televizyon tam üç hafta sonra  arıza bulunamadı  denerek cızırdayan hoparlörü ile geri getirildi. tüketici mahkemesi türü bir çözüme başvurmak zorunda kalacağım gibi görünüyor.',urun
'lcd tv alacakken sözlükteki yorumlarını okuyup kaçtığım firma. edit: bir de garanti bankası nı tanımıyorlar. taksit maksit yok...',urun
'philips 47  full hd lcd televizyon 47pfl3605h/12 modeli, vs. vs. hepsiburada ve hizlial.com dan 500 lira daha ucuza olduğundan tırsılması gereken firma.',fiyat
'turkmac.com forum bölümünde haklarında yapılan yorumların karalama olduğunu ve suç teşkil ettiğini söyleyerek, site yönetimini tehdit eden; yorumlara sansür uygulanmazsa haklarında dava açacaklarını bizzat siteye yorum girerek dile getiren asabi firma. işte o yorumlar...',websitesi
'3000 lira verip piyasadan en az 1500 lira daha ucuza aldığım 55 inch televizyonu iki gün içinde getirip kurması ve 3 aydır sorunsuzca kullanmam vesilesiyle sokmuşum trt bandrolüne dedirten de bir firmadır şahsen...',fiyat
'türkiye de an itibariyle 1050 tl ye ipad satabiliyorlar. nasıl yapıyorlar neye nasıl garanti veriyorlar anlamadım gitti.',fiyat
'aldığım laptop ve lcd tv ile yaptığım araştırmalar sonucunda piyasadaki en uygun firma. sözlükte okuduğum kadarı ile internetteki ürünlarin olmamasına insanlar kızmakta. kafalardaki soru işaretlerine bilgi vermesi amacıyla yazmak istedim. fiyat farkı ile ilgili konuştuğumda aldığım bilgi şu yönde: firma tüm ürünleri yurt dışından kendileri getirmekte ve hiç bir aracı kurum olmadan satışa sunmakta fakat kendi mağazaları dışında türkiyedeki bilinen teknoloji marketlerin çoğuna da bu firma verdiğinden sıkıntı yaşanmaması için internet ve gazetelerde verilen reklamlarda ya kalmamış ürünleri veriyorlar ya da fiyat yazmıyorlar. çünkü fiyatlarda çok büyük farklar var. diğer marketler fiyat farkı garantisi yüzünden anlaşmazlık çıkartıyor. diğer tekno marketleri gezdikten sonra bu mağazaya gitmenizi tavsiye ediyorum. ayrıca outlet bölümlerinde ciddi ucuz ürünler var. piyasada 2,000 tl ye satılan bir laptopu kapak üzerindeki küçük bir çizik yüzünden 790 tl ye aldım. edit: uzun süren araştırmalarım sonucunda yazmak zorunda hissettiğim bir ayrıntı öğrenmiş bulunmaktayım. bu arkadaşların ürünleri ucuza vermeleri tamamen spot ürünler satmasından kaynaklanmakta. firma satılan markaların türkiye distribütörlerinin garantilerini değil, kendi oluşturduğu teknik servis vasıtası ile kendi firma garantilerini vermekte. böylelikle ürünleri yurt dışından direkt ithal ederek de ucuza ürün satmaktalar. servislerinde yaşanan ve zikredilen sıkıntıların da kaynağı bu şekilde anlaşılmış oldu. ayrıca öğrendiğim fakat doğruluğuna emin olamadığım başka bir duyum ise firmanın internet sitelerine olumlu yorum yazmaları için ekiplerinin bulunduğu. aslında bu bir çok firma için hep düşündüğüm ve doğru olduğuna inandığım bir durum. yorumlardan da anlaşılabiliyor zaten...',fiyat
'stoklarında bulunmayan ve internet sitelerinde artık üretilmediğini belirttikleri ürünü yarı fiyatına sattıklarını söyleyen firma. nasıl mümkün diye soran varsa şöyle buyursun: http://www.istanbulbilisim.com.tr/…lcd-tv,4738.html bu linkteki televizyonun normal fiyatı 3300 tl civarında. istanbul bilişim 1624 tl ye sattığını iddia ediyor. stok sorunuz ibaresi var linkte ve artık üretilmediğini de belirtiyorlar. yani stoğu olmayan, artık üretilmeyen bir ürünü yarı fiyatına satıyorlar. yasal olarak bir sorun var mı yok mu bilmiyorum. ancak ucuz marka bilinirliği yaratmak için yapılmış  ucuz  bir taktik bu. nahoş.',fiyat
'bir arkadaşım şirketine burdan başka biryerden bilgisayar almıyormuş. evini herşeyini burdan döşedi bu kadar geç öğrenince kendimi keko gibi hissettim.',urun
'şu an serviste olan televizyonumun kaydına ulaşamayan, yani televizyonumu bulamayan firma,.. firma? bir nevi. bu arada iki yaşındaki televizyon, bu sene dört, toplamda beşinci kere serviste. edit: televizyonumun bilgilerine ulaşıldı. birkaç dakikada bir kendi kendine kapanan cihaz iki kez servise gitmiş, toplam dört hafta serviste kalmış ve  bir arıza bulunamadı, voltajınız düşüyordur  gibi dünyanın en kolpa yalanıyla geri gönderilmişti. bu kez telefonumla sorunu videoya çektim, dilerseniz videoyu gönderebilirim dediğimde hata bulunuverdi.. bu arada kapanma sorunu da, bir ses sorunu sebebiyle servise giden cihaz geri döndüğü gün başladı, yani cihazı bizzat servis kendisi bozmuştu. bakalım iki haftadan uzun süre serviste kalan cihaz yerine muadil başka bir cihaz göndermek zorunda olan istanbul bilişim, bu yasal zorunluluktan yırtmak için ne yalanlar söyleyecek,.. ısrarla, itinayla, inatla kaçınınız. bu adamların batması, ekmeklerinden olması, icra davalarıyla hapislerde çürümesini hayal ederek başıma vuran sinirinimi dindirmeye çalışıyorun şu an,..',urun
'google da arama motoruna  istanbul biliş  yazdığınızda altta sıralanan sonuçlar: istanbul bilişim istanbul bilişim a.ş istanbul bilişim şikayet istanbul bilişim bandrol istanbul bilişim neden ucuz',yok
'adı değişmiş galiba. sitesinde istanbul style yazıyor adı.',websitesi
'bir laptop bir televizyon aldım, yaşadığım ufak bir teknik sorunu da hemen çözdüler. daha büyük problemlerde ne yaşanır bilemem ama fiyatlarından dolayı herkese tavsiye ediyorum.',fiyat
'teknik servisi çok ilgili ve hızlı olan bir firma. ağustos ayınca samsung c550 almıştım. tv ben aldıktan 1 ay sonra bir anda bozuldu etti falan. teknik servisi aradım (bayram gününe denk gelmişti) adamlar ertesi gün tv yi alıp geldiler. 1 hafta tamir süresi var dediler. hakikaten bir hafta sonra arayıp tv nin fabrika arızasından bozulduğunu istersem para iadesi istersem yeni tv alabileceğimi söylediler. bende yeni tv aldım. üstelik hediye ettikleri askı aparatını falanda talep etmediler. hatta ve hatta samsung tv nin kumandasınıda istemediler. ihtiyaç sahibine verebilirim :)',urun
'kaçtır adamlara operasyon yapılıyor, yok alternatif garanti yapıyorlar yok bilmem ne yapıyorlar ondan ucuz satıyorlar diyerek. geçen yaz burdan bir lcd tv aldım en ucuz sattığını iddia eden yerden 300 tl daha ucuza aldım gayet de iyi işleyen bir sistemi var ancak hemen bitişiğinde aynı ürünü iki kat fiyatına yakın fiyatla satan çakallar devlet gücünü sürekli üstlerine salıyorlar. http://www.haberturk.com/…ul-bilisime-dev-operasyon',fiyat
'internette fiyat araştırması yaparken hiç kaale almadığım bir site.',fiyat
'kendilerinden klavye değişimi için servis fiyatı alayım dedim, verdikleri fiyatla teknolojiden soğudum, yarattığı psikolojik sarsıntıdan ötürü artık elektrikli aletleri kullanamıyorum. entry giriş tarihi itibariyle gittigidiyor.com  da 39 liraya satılan klavye için tam tamına 471 tl istediler. (bkz: helal olsun)',fiyat
'burdaki onca kötü yoruma rağmen lg 47  led tv yi 2 bin liraya 12 taksitle sattığını görünce dayanamayıp müşterisi olduğum firma. şimdi döviz artınca o fiyat da tarih olmuş ama denk getirdim işte. sitelerinden ürünü satın alırken  taşınma durumum var, 15-20 gün sonra farklı adrese teslim istiyorum  diye not düşmüştüm, dün akşam arayıp  teslimat için böyle böyle not düşmüştünüz, günü ve saati belirleyelim  dediler. konuştuk anlaştık, cumartesi günü akşam üstü getirip kuracaklar. cumartesi buraya edit gelecek ama şimdiye kadarki yaklaşımlarını gayet beğendim. du bakalım. edit: sözlerini tuttular, duvar kadar televizyonum oldu. yehu.',fiyat
'kendilerinden aldığım notebooka fazladan 2 gb ram ekleyip göndermiş tuhaf kurum.',urun
'geçen yıl bu aylarda kendilerinden lg marka 50  plazma aldığım dükkan. hakkında çok olumsuz şey duymuştum ama risk alıp parayı hesaplarına yatırdım. çünkü lg mağazasında aynı ürünü 2400 liraya görmüştüm ve bir kuruş da indirmiyorlardı, istanbul bilişim bana 1670 liraya sundu. ama tabi yusuf yusuf halinde bir bekleme süreci geçirdim. bekleme sırasında internetten olumsuz yorumları okuyup iyice kafayı yemek üzereydim ki tv belirttikleri tarihte geldi. kargoculardan hemen sonra da servis elemanları gelip tv yi kurdu. tabi şüpheciliğim halen devam ediyor. tv geldi diye açıp karşısına kurulmadım hemen. iyice dibine girip inceledim ve çok yaklaştığımda gözüme iki ölü piksel çarptı. salondaki oturma mesafesinden görmeme imkan yoktu tabi ama yine de beni rahatsız etti. o sırada bende kalan arkadaşımın da  olm ara geri gönder yenisini yollasınlar, kabul etme bunu  gazlamalarıyla telefon ettim.  tamam, servis elemanımızı yolluyoruz yarın  dediler. aynen ertesi gün eleman geldi, ölü pikselleri tasdikledi. değişim onayı verdi. paketledi ve yarın kargonun gelip alacağını söyledi. ertesi gün de kargo geldi. içim huzursuz bir şekilde 2 hafta tv nin gelmesini bekledim; bu süreçte iki günde bir telefon açtım. piksellerin orda da onaylanması yeni tv çıkışına onay verilmesinin uzaması can sıkıcıydı. telefonlarımla da beklediğim kadar ilgilenilmedi onu da söyleyeyim. ama sonunda yeni tv geldi. beraberinde yeni iki ölü pikseliyle. sanki bu lg plazmayı alana iki ölü piksel hediye gibi. bu kez lanet olsun deyip razı oldum kaderime. bir yıldır izliyorum ve bir kez bile aklıma gelmedi pikseller. ne gözüme çarptı ne rahatsız etti. unuttum bile. sonuç olarak yeni gelen tv ölü pikselsiz olsaydı çok olumlu şeyler söyleyebilirdim istanbul bilişim a.ş. ile ilgili ama şimdi acaba bütün bu plazmalar defolu mu diye düşünmeden edemiyorum. yine de kötüleyemem. ben yaptığım alışverişten memnun kaldım. iki ölü piksel karşılığında 700 milyon kara geçtim.',fiyat
'bugün gerçekleştirmeye çalıştığım led tv siparişi esnasında ortaya çıkan bankadan kaynaklı kredi kartı probleminin dakikasında müşteri temsilcisinin arayıp, sistemde sorun yaşadığınızı gördük, nasıl yardımcı olabiliriz diyerek şaşırttığı firma. sonrasında avrupa bıdı bıdı ödülü sahibi vakıfbank müşteri hizmetlerine 15 dakikada ulaşabilince takdiri fazlasıyla hakettiklerini düşündürmüştür.',urun
'inanılmaz kötü bir şöhreti ve imajı var orası mâlum; fakat piyasadaki her türlü elektronik için en rekabetçi fiyatları veren bir mağazadır burası. perşembe gecesi verdiğim siparişi, cumartesi sorunsuz şekilde evime teslim etmişlerdir. (aynı gün kargo ibaresi vardı, mesai saatleri sonrası verdiğim için cuma günü kargoladılar) siteleri inanılmaz amatörce ve alışveriş yapmak için hiç güven vermese de bu riski alarak alışveriş yaptım, pişman değilim. (henüz) mazallah olur da bir problem çıkarsa, işte istanbulbilişim in müşteriye verdiği asıl değer orada meydana çıkacak.',fiyat
'sattıkları uygun fiyatlı vaio ların garanti kapsamında iade edilmiş ürünler olduğunu(ikinci el oluyor doğal olarak) duymuştum. hatta telefonla sormuştu bir arkadaşım. karşıdaki kişi dilinin ucuyla onaylar gibi yaptı.',fiyat
'(bkz: refurbished)',yok
'bir arkadaşımın aldığı macbook proya çalışanlarından biri kafasına göre sistem kurup şifre koymuştu. bu dallamalığın yanında fiyatları gayet cezbedicidir. risk sizin.',fiyat
'en ucuz teknoloji marketten bile zamanında 400-500 tl ucuza kendilerinden aldığım samsung c650 televizyonum 6-7 aydır sorunsuz çalışmakta. hatta ilk başta menüde bir sıkıntı olduğunu düşünüp aradığım zaman  siz bize kargolayın size yeni bir adet yollayalım  bile dediler. sonra da bir görevli arayıp durumu açıkladı. stoklarda olmayan ürünleri sitelerinde göstermelerini ise daha başka yerlerde de okumuştum ama.',fiyat
'başıma 3. sefer aynı şey geldi, internetten bir ürünün en ucuz burada olduğunu öğrenip stok sorguladım, maalesef kalmadığını istersem sony, lg alternatiflerinin bulunduğunu ilettiler. sanırım internet üzerinden yaptıkları küçük pazarlama taktiklerinden vazgeçmemişler ve bu tip kanunların çıkacağı günlerden çok uzağız. dürüst satıcı değildir, aldanmayınız. ilgili ürün',fiyat
'fiyatlarının düşük olması düşündürücü olan ,3 kuruş az olsun diye ürün alınmaması gereken firma.',fiyat
'spamcilik alanında setrow email marketing solutions diye bir yerli dilencinin hizmetlerinden faydalanan kompüter satıcısı. kendilerine hiçbir surette e-posta adresimi vermedim çünkü yakın uzak hiçbir alakam olmadı. ama adresim bir şekilde ya bu istanbul bilişim ay.şe. nin ya da setrow denen ağaçkakanların çuvalına girmiş bir şekilde. bilinen en eski kızılderili numaralarından olan [bülten almak istemiyorsanız tıklayın] ibaresi tabii ki tepeme yağdırdıkları spamlerin en altında bir seçenek olarak veriliyor ama o ibareyi tıklamak, geçerli bir e-posta adresinin sahibi olduğumun karşı tarafa teyidiyle birlikte o adres çuvalından bir daha sonsuza kadar çıkmamak anlamına geliyor; onu da biliyoruz. bu durumda bana tek bir seçenek kalıyor: önce spam olarak işaretle sonra da sus ve yalamaya devam et. dokunmayın ulan. mutlu bir aileyiz biz. sen mi büyüksün? hayır, ben büyüğüm. bugüne kadar bir karıncayı bile incitmemiş olan ben, frankie, çeker vururum, ondan sonra dönüp arkama bakmam bile. spamcileri ifşa hareketi engellenemez.',yok
