@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'gerçek mükemmel bir telefon aynı özel telefon çok altın bir fiyat var kullan kesin pişman olma hatta eş dost da tavsiye et bil ben bu telefon 2 arkadaşımada aldır onlar çok memnun ',pos
'kargo ara bayram tatil gir bikaç gün gecik ama ürün çok iyi.her zaman tavsiye et bir site.daha önce alışveriş yap gayet memnun ',pos
'çok güzel fazla telefon fazla para verma gerek yok herşey var beyaz çok güzel düşün fazla düşünma hemen al ben ',pos
'böyle bir para böyle bir telefon görma çok güzel içerik harika wifisi ve bağlantı hız yüksek şık donanım ve içerik bir telefon ben başka bişey dema alan hayır ol ',pos
'hepsi bura dan çok memnun ve arkadaşlarma tavsiye et ve ürün alma devam de şiparişlerimin kısa süre gel memnun diğer site göre çok daha hızlı ',pos
'ürün çok memnun kal hepsiburadaya teşekkür hızlı gönderi ve sorun satış bu şekil ol herhalde ürün gelecek ol herhalde bu para alın en iyi telefon arkadaş söyle katıl herşeyi ile mükemmel ',pos
'telefon tam anlamiyla mükemmel herkes şiddet tavsiye eder kamerasi çok güzel adroid uygulamasi var bent ve birçok arkadaşimda var herkes memnuniyet kullan ',pos
'sipariş ver ürün daha sonra site sipariş takip etma kargo servis ürün teslim süre geçen zaman ve ürün ol memnun kal bu sonra al ürün sürekli bu site yap düşün herkes tavsiye eder ',pos
'sorun kargo cihaz güzel iyi bir alışveriş ol cihaz işlemci rami ve dahili bellek daha yüksek ol iyi ama bu para genel bu özel oluyolar) ',pos
'bu telefon gerçek harika fonksiyon çok güzel hız müthiş alın kesin çok rahatla androit işlemci felan iyi tasarım bu kaçır çok pişman ol alınnn :D ',pos
'çok güzel bi cihaz herkesn beğen bi telefon hiç düşünmedn al tavsiye eder pişman olmazsnız kız arkadaşımada alcam bi tane ',pos
'o numara bir telefon telefon al iste tavsiye eder ben kullan ve çok memnun şu ana kadar hiç bir sorun açma ve iste her özel var ',pos
'sanki telefon değil bilgisayar mübarek milyon uygulama siz emir en çok sesli arama özel secdim.  çorba nasıl yap  de hemen ara googleda. harika özel had hesap yok mükemmel öte telefon kilit özel bayıl siz bi şekil belirle ve telefon kilitle aç için o şekli ekran çiz Bi s harf bi L harf falan pişman olma bu fiyat bu ürün kesin alın ',pos
'hepsi burada.com a teşek kür bir gün teslimat için makina bir harika , dokunmatik çok iyi her zmn bir numara ',pos
'başka bir marka sadık bir müşteri olma rağmen bura yorum da yönlen bu telefon al ve 5 ay hiç sorun yaşama çok uygulama yükle için batarya 1,5 gün dayan 6 saat müzik dinle 1 gün ama bu para bu kalite açık ara değer ',pos
'2 gun içeri elim gecti. en kısa bir şekil daha pahalı telefon aradıgınız herşey bu telefon var al tavsiye eder ',pos
'samasung galaxy Ace si kullan cezbet harika bir smart phone android özelliğide görmemezlıkten gelma tabi ki smart phone alacak tavsiye ',pos
'kullan çok iyi dokunmatiği çok hızlı algıla biz çok beğendik.Kamerası mükemmel bir telefon beklenenenin fazla ver çok kısa zaman el ulaş teşekkür hepsiburada ya hızlı kargo için ',pos
'önce al ol telefon çok kısa bir süre elim ulaş için Hepsiburada.coma teşekkür ediyorum.bu telefon ol güzel ve kullanışlı.üstelik 5,1 kanal ses kalite var.şarjı ol iyi gidiyor.paket içeri 1 adet arka kapak hediye de cabası.5MP flaş kamera gayet iyi.fiyat ol araştırma göre gayet uygun üstelik 12 taksit aldım.darısı olma inşallah ',pos
'arkadaş KULLANIYO bende ALACAGIM COK MEMNUK kal en GUZELI COK hızlı ol BIR de 2 gb hafıza kart hediye ol her bir ÖZELLIGI süper ben BEGENDİM ALACAGIM ',pos
'Hepsiburada.com dan al ol bu ürün dün itibari elim geç siyah renk al çok klas bir görüntü var kutu içeri yedek ol beyaz arka kapak çıkma ayrı bir güzel ol bu fiyat telefon iç en iyi telefon galaxy ace tartışma ',pos
'mükemmel bir ürün çocuk al çok araştır bazı internet site daha ucuz ama güvenma için bura al genel hepsi bura dan al al ürün hepsi kapalı kutu içeri ve de güven al ben internet site içeri en iyi bura ',pos
'2 tane al bir kendi bir yakın ve kesin bu fiyat al mükemmel bir telefon.Ayrıca hızlı bir şekil de elim geçti.Kesinlikle tavsiye eder ',pos
'ala 10 gün ol çok güzel telefon öte bilgisayar gibi tek sorun pil çok az git bağlantı hız ve tv özel süper ',pos
'telefon çok güzel bu fiyat hepsi bura saye bu fiyat al biraz süphelerim var ama süper hızlı gönderi ol da çok iyi ol ',pos
'ürün fiyat göre gerçek çok güzel al iste tavsiye eder özel android ol daha alın kıl hiç beklema alın deri ',pos
'uzun araştırma sonra tam iste gibi ol sorun kullan hepsiburada hızlı kargo ertesi gün al s 5830 aksesuarlarıda hepsiburadan al ',pos
'ürün alma önce epey araştır gio ile ace ara kal iyi ki ace yi tercih et şimdi bir tane daha sipariş edicem ',pos
'bu telefon iki adet al bir tane siyaqh ve bir tane beyaz çok memnun kal iste bütün fonksiyon mevcut şarz sür bekle gibi bormal bir kullan ile 3 gün git internet ve oyun kullan art 1,5 - 2 gün git ',pos
'bütün harika bir telefon fiyat göre özel performans muthiş gozunuz kapalı alabiliceginiz bi telefon alacak kişi pişman olma kaçırmyın deri ',pos
'ben bu telefon ala daha 1 hafta bile olma telefon nun şekli ve dur bir ayrı içinde ki özel bir ayrı.Samsung gerçek başarmış.Kamera kalite 5 megapixel ol rağmen daha üstün resim kalite sergiliyor.Ses kalite mükemmel diyebilirim.İnternet`e eriş eski nazaran daha kolayla ve hızlandırılmış.Bir bilgisayar fark yok nerdeyse.İnceliği ve hafif cep bile taşı yer gel zaman.Arkadaşım da telefon çok beğen ve hatta ertesi gün ona da bir tane aldık.Bu güzel ve başarı tasarım saye müzik tutkun da geri kalmıyor.Ben lasen kulak tak doy doy sezen dinle kablo internet /WİFİ ben başarı olmuş.Android işle sistem de süper.Tek küçük bir kusur var.O da şarzı 1 gün bile gitma ama hangi yeni telefon 1 gün fazla dayan ki?!Herkese gönül rahat tavsiye et ',pos
'beş ay ol telefon alalı.çok güzel ve kullan bir telefon.dokunmatik süper.çok hassas.kamerası fotoğraf makine netliğinde.kesinlikle tavsiye ederim.ama ekran koru alın.ekranda çok iz kalıyr ',pos
'ben ilk sipariş verirkrn tedirgin ol elektironik eşya internetten alınma de bent hepsi bura ya güven için hiç bir zaman pişman olma yine ben yanılma herzamanki gibi hızlı ve sağlam bir telefon gönder herkeze tavsiye eder ',pos
'Samsung Galaxy Ace si ( 2 gb hafıza kart hediye ) ürün gerçek mükemmel dokunmatiği harika zarif kibar hiç bir eksik yok...hızlı kargo güven alışveriş alacak kişi tavsiye eder ',pos
'Uzuzn araştırma sonuç ve kullan yorum tavsiye bak bu ürün alma karar ver sipariş ver ertesi gün kargo ver ve 2 gün içinde elim ulaş Suan kullan ve son derece memnun Hd kalite görüntü çek ve foto cok net ses gayet iyi İnternetne sayfa bay hızlı aç bekletilerimim üzeri cık hiç düşünma alın ben pişman olma ',pos
'ürün hepsi bura dan satı al çok hızlı elim ulaştı.Paket içerik eksik fiyat göre çok iyi bir telefon tavsiye eder ',pos
'yeni bir telefon alacak ve al sonra pişman ol istema de ben bu telefon alın tavsiye et bir telefon fiyat yap iş göre ben ol uygun ekran menü dokunmatiği, renk kalite ve muntazam mhz ayar bu fiyat siz fazla tatmin et ',pos
'ürün eşiime al Tabiki eş al için beyaz tercih ettim.Eşim bu elefonu çok beğen ben telefon bütün konu çok başarı zaten şu ant en fazla sat telefon bir tanesi.Telefonun dokunmatiği çok iyi,Flash ile gece çekim çok iyi kamera kapalı mekan daha başarı olabilirdi.İnt eriş hız 800 Mhz androit işlemci göre bay iyi vs vs...Görünümüde ayrı bir güzel.Kısacası bir bayan alın en iyi hediye biri ',pos
'hızlı teslimat için teşekkür 24 saat içeri telefon kavuş uzun süre araştırma ben bu telefon yönel kesin tavsiye eder çok güzel iyiki al çok memnun ',pos
'ben beyaz al görüntü olrak mükemmel boy aplle 4 ile aynı ve androıd sıstemle ılkdefa tanış için mükemmel seçim para ucuz en iyi telefon de beklenti karşıla şarj 1-2 gün git kamera ve ses kısım yüksek bir performans istema kısa düzgün telefon :))) ',pos
'yılla samsung kullan biri ve oldukçada memnunum.Fiyatı- özel alın en yeter telefon bu bence.ayrıca yılla hepsiburada.com dan ürün al ürün hiçbir sıkıntı yaşamadım.iyi çalışma dil ',pos
'ürün şarj gayet iyi git telefon ellema internette gez de ayrıca süper programla indir kur ses kalite de çok güzel teşekkür hepsiburada ',pos
'kısa verimli-uygun-kaliteli telefon alan hiç bir şekil pişman olma hayır uğur olsun.sürekli internete gir iste kişi diğer telefon para saçma gerek yok bu telefon çok iş gör ',pos
'zaten çok beyendığım bir ürün çok sev ve tahmin ettiğmi sure daha önce elim geç için ayrıca teşekkür eder hizmet çok iyi ',pos
'yorum yapma gerek yok samsung alacak bu telefon alın para çok de o başka cep telefon cep sığma onu cep telefon san çok para verma ',pos
'ürün al hemen bir gün sonra elim geç ürün ala araştır gayet güzel ve şık bir telefon kampanya ve world puan kaymagı yen geç ',pos
'al ol bu telefon elim gelin incele özel gayet iyi kullan kolay ve güzel bir android telefon iste uygula play.googledan yükle bu fiyat güzel bir telefon ve herşeyden önem SAMSUNG. ',pos
'uygun fiyat her özel ol de gerçek al en iyi telefon de gerek işle sistem gerekse aynı ant birçok program çalış İphone benzer fakat daha uygun fiyat de ',pos
'kulanımı,kamerası,ekran genişliği,dokunmatiği çok iyi ben memnun tavsiye ediyorum.arkadaşlrımda kullanıyo memnunlar,pahalı versiyon ile eş değer diyebilirim.hafif ve kullan rahat.hepsi buradaya teşekkür ',pos
'önce kendi al sonra kardeş sonra komşu arkadaş tavsiye eder şimdi çevre herkes el Samsung Galaxy Ace var bu ürün al düşün herkes şiddet tavsiye eder ',pos
'telefon yaklaşık 1 sene kullan gerçek mükemmel bir telefon hem şık , hem ileti sistemiyele hem de androidiyle gerçek kusur hafta önce telefon havuz düşür fakat hala çalış üstelik hiçbir yetki servis götürma rağmen yani aynı zaman sağlam ve kullan bir telefon Galaxy Ace al göz diğer telefon kalma . ben çok memnun ve kullan tavsiye eder :) ',pos
'ara bir çok özel bu telefon bulabilirsiniz.Görüntülü konuşma ,wi-fi bağlantısı,android işle sistem ile akıl telefon özel rahat bir şekil kullanabilirsiniz.Dokunmatiğinin hassas güzel bu fiyat bu ürün kaçırma ',pos
'bu ürün 2 adet aldım.hepsiburada güvence ve kalite ile hızlı teslimat,ürün android sistem telefon içinde en hesap ve başarılısı,google market iste proğramları kolay indirebilirsiniz,facebook ve twitter gibi sosyal ağ yazışabilirsiniz,hd flim izlem vesaire tavsiye eder ',pos
'kamera yeter herşeyden önce.htc dış kullandıgım ilk fark tel gerçek bu kadar uygun fiyat göre memnun kal ürün biri .. ',pos
'şua piyasa alın en iyi telefon bir tanesi.bu telefon al sonra bilgisayar soğu her türlü teknolojik ihtiyaç karşılar.samsung ve google dev bi arada.korkmadan al ',pos
'ürün SAMSUNG tedarik hepsi bura daha ne söyle mükemmel öte harika bir cihaz sadece yemek yapma ama yardım ol kesin tavsiye eder ',pos
'ürün dün sipariş et bugün teslim al hepsiburadaya teşekkür et güvenilir hızlı ve fiyat bakım uygun ol için ürün için ise söyle görüntü hafif menü dokunmatik ekran kalite kamera kablo internet eriş hepsi ben çok çok iyi tavsiye eder ',pos
'bu telefon kesin al =) adeta bir tasarım harika ben al iste ısrar tavsiye et =) fiyat tamamen deyen bir telefon ayrıca pahalı da değil ',pos
'ben konyadan mustafa telefon gerçek muhteşem fiyat ol da bay in ben 800 civar al alacak arkadaş hiç tereddüt etma deri ',pos
'gerçek çok kullan ve güzel bir ürün ben kullan ve inan cok memnun kaldım.fiyatına göre cok cok iyi bi telefon ve yok yok wifi.flash...daha ne ara piyasa fiyat 2 katı ol böyle özel ol bi telefon yok . ',pos
'telefon ilk elim al an beri bırakma 1 hafta ol mükemmel bir telefon her ihtiyaç karşıla ince hafif çok şık bir telefon internet bağlantı hız tartışma müzik smsi, kamera özel ve android 2.3.6 işle sistem mükemmel fırsat sun tek kötü yan var o da şarj fakat o da artık bütün telefon aynı s3e o kadar para vericeğinize bu telefon alın ',pos
'ala 2 hafta ol . çok hoş git Android in bu kadar tatlı olacagını ummuyorudum. ben çok hoş git al isteyenlerede tavsiye eder ',pos
'telefon kız arkadaş hediye al Gercekten cok güzel bir telefon kendi galaksi S var onda aşağı kal yani yok bir için yazılım 2.3.6 elektronik mağaza bak fiyat ol cok yüksek bir için yazılım 2.2.1 di .. Siddetle tavsiye et ',pos
'cihaz o numara daha iyi cihaz kullanma için kıyaslama yapma ama wifisi ekran foto cekimi ol çok güzel bir cihaz şarj çok ii şarj konu cok elestiri ol bent bir gunde bit bekle ama 3.gunu cıkardı.ama oyun oynama 1 saat kadar wifi kullan o kadar bol bol konustum sadece ',pos
'ürün fiyat göre ben cok hoş al iste özelliklede ekonomik ol ama android ol diyosanız doğru tercih lakin hepsiburada.com dan al fatura ambalaj cıkmadı sorun ilet asıl gibi fatura gönder de bekle bak onun hal herşey süper ',pos
'ürün gerçek inan bir hız elim ulaştı.hepsiburada aile teşekkür ederim.Telefonda ara herşey var.en güzel yan ise konuş şey sms ol yazması.diğer özel ise caba ',pos
'teslimat süre çok iyi.Ayrıca bu fiyat bu iyi olma kullan kolay geniş menü seçenek hayat kolayla için tasarlanmış.Şarj süre çok iyi ',pos
'bent bu var ben çok memnun kal herkes tavsiye eder kullan bakım çok iyi siz tavsiye eder boş tavsiye etma öyle kullanışlıki anlatma bir arkadaşımada tavsiye et o da çok beğen belir bent o neden tavsiye et bir borç ol kabul et menü çok kullan menü gez hiç yorma menü gerçek çok kullan ',pos
'bu ürün oğul al çok seri bir telefon fotoğraf ve video çekim çok iyi artık fotoğraf makine taşıma İnternete gir fatura şiş artık internet için wifiyi kllanıtoruz. tavsiye eder ',pos
'fonksiyonel ve ekonomik mükemmel bir telefon çok beğen herkes tavsiye eder bu fiyat bu kalite zor bulunur.Samsung çok iyi marka ',pos
'gerçek hepsiburada.com fark var ürün zaten de bi söz yok kutu çıkar yarım şarj ile 1,5 gün ol daha şarj takma Galaxy seri en makul fiyat/performanslı telefonu.özetle tavsiye eder ',pos
'görüntü kalite iyi dokunmatik ekran internette dile gibi gezin android işle sistem sahip bir cep telefon iste samsun Galaxy Ace beklenti hepsi karşıla gerek görüntü kalite gerek android sistem dayalı uygula çok hoş git artık PC de film izlem devri kapan ayrıca Hepsiburadanın hizmet de çok memnun telefon 2 gün içinde adres teslim et bu kadar hızlı beklema ',pos
'mükemmel bir telefon ben arkadaş kullan gayet iyi ol söyle bende bu marka kullan ve sadece bu marka beğen teşekkür ',pos
'arkadaş al çok çok memnun hepsi bura alın internette dolandır firma çok hepsi bura .com dan alın daha güzel telefon bulamassınız fiyatıda mükemmel ',pos
'ürün gerçek hızlı el ulaş sipariş ver ertesi günü el yorum bak al ilk bakış sorun olma söyle hafıza kart birlikte ol da artı ',pos
'hepsıburda.com un guvenırlıgını ve kalıtesını tartısmamak lazım ben bu telı nısanlıma hedıye al cok güzel ve kullanıslı bır tel bıtanede kendıme al dusunuyorum. ',pos
'alma önce tereddüt var yorum oku sonra alma karar ver çok iyi bir telefon herkes tavsiye eder sipariş ver sonra 2 gün içinde elim tam ve eksik ol elim geç ',pos
'ücret karşılık ver tek tak nokta keşke kulaklığıda seçim yap telefon renk gibi ol bu dış ben karşılaş de hiç bir sorun yok ',pos
'bu ürün oğul al çok tavsiye et telefon yok yok kendi de çok memnun herkes tavsiye et bu fiyat en iyi ol inan ',pos
'ozellikleri kullan bakım bu fiyat alın en ıyı telefon arkadasımın tavsiye ile al 1 hafta kullan ve cok memnun tavsiye telefon al iste kesınlıkle tavsiye eder ',pos
'ürün yeğen için al çok memnun kal samsung fark kalite android işle sistem mükemmel yalnız görüntü konuşma yok bu bir eksi kullan bağ ',pos
'ürün 3 hafta kullan özel dikkat et al fiyat kalite bakım ben piyasa daha iyi yok vaat et herşeyi suna çok kullan bir cihaz sadece pcden sync özel sorun Kies gibi bir programla yap gerekiyor.Fakat program telefon algılamıyr. onun dış Sd kart direk veri transfer flash bellek gibi ',pos
